make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
2009,14.43,800,Diesel,1,Chevrolet,Automatic,Silver,Full,1,Yes,4343.05
2020,20.35,5000,Diesel,1,Nissan,Manual,Black,Full,0,Yes,13680.96
2019,22.34,4000,Petrol,2,Kia,Automatic,Blue,Full,1,No,10645.63
1996,22.69,3000,Petrol,1,BMW,Manual,Silver,Partial,1,Yes,5910.72
1998,25.38,1000,Diesel,5,Nissan,Automatic,Red,,0,Yes,3689.33
2019,17.83,1800,Diesel,3,Nissan,Automatic,Black,Full,0,No,6908.15
2017,10.05,4000,Diesel,5,Hyundai,Manual,Red,Full,1,No,9429.73
2020,10.81,1800,Diesel,1,Honda,Manual,White,Full,1,Yes,7402.13
2021,26.53,3000,Petrol,5,Toyota,Automatic,Black,Partial,1,Yes,10401.27
2016,15.29,2500,Petrol,2,BMW,Manual,Gray,Full,0,Yes,9527.84
2011,20.27,2000,Petrol,1,Tesla,Automatic,Red,Full,1,No,7885.69
2020,5.0,2000,Petrol,1,Volkswagen,Manual,Blue,,1,Yes,8468.58
2010,18.0,1800,Diesel,1,Hyundai,Manual,Gray,Partial,1,Yes,7049.31
1999,10.87,800,Petrol,3,Nissan,Automatic,Black,Full,0,No,1000.0
2001,21.33,800,Petrol,1,BMW,Automatic,White,Full,1,Yes,7017.79
2010,10.9,800,Diesel,5,Nissan,Automatic,Gray,,0,Yes,2371.85
2002,25.22,2000,Diesel,5,Chevrolet,Automatic,Red,Full,0,Yes,6787.27
2022,32.47,1800,Electric,5,Toyota,Automatic,Red,Full,0,No,10956.14
2015,20.16,1800,Petrol,2,Chevrolet,Manual,Gray,Partial,0,No,8080.17
2004,26.79,4000,Diesel,1,Hyundai,Automatic,Red,Full,0,No,10928.95
2009,7.41,3000,Petrol,1,BMW,Automatic,Silver,,1,Yes,9518.85
1998,13.91,4000,Petrol,1,Chevrolet,Manual,Gray,Full,1,Yes,8637.7
2006,14.64,1200,Diesel,3,Kia,Manual,Black,Full,1,No,4434.12
2005,14.62,1000,Diesel,4,Tesla,Manual,Black,Partial,0,Yes,3766.65
2021,16.69,3000,Diesel,2,Ford,Automatic,Black,Full,1,Yes,11453.16
2008,13.8,1500,Petrol,2,Chevrolet,Manual,Blue,,1,Yes,6459.71
2015,26.03,2500,Diesel,2,Ford,Manual,Red,Full,0,Yes,10088.29
2016,12.96,3000,Diesel,3,Toyota,Manual,Red,Full,0,Yes,9081.46
2000,18.25,1200,Diesel,4,Honda,Automatic,Silver,Full,0,Yes,4112.42
2007,18.43,1500,Electric,1,Volkswagen,Manual,Gray,Full,0,Yes,9636.05
2004,13.11,1500,Diesel,1,Honda,Automatic,White,Partial,0,Yes,5602.96
2000,20.6,2000,Petrol,5,Volkswagen,Automatic,Red,Full,0,Yes,3206.7
2002,18.17,1500,Petrol,3,Ford,Manual,Blue,Full,2,Yes,3327.22
2011,16.98,2500,Diesel,5,Tesla,Manual,Gray,Partial,1,No,5472.46
2023,20.81,3000,Petrol,5,Ford,Automatic,Silver,Partial,1,Yes,8033.5
2017,11.51,1500,Diesel,2,Tesla,Manual,Blue,Partial,0,Yes,6217.12
2011,25.9,2000,Petrol,1,Ford,Manual,Black,Partial,0,Yes,8869.47
2022,14.19,1200,Diesel,4,Kia,Manual,Blue,,0,Yes,4893.02
2017,18.15,2000,Petrol,2,Tesla,Manual,Gray,Full,0,No,9188.69
2020,20.59,1000,Electric,1,Honda,Automatic,Gray,Full,1,Yes,10384.17
2002,18.05,3000,Diesel,1,Hyundai,Manual,Red,Partial,1,Yes,7948.7
2010,22.55,1200,Petrol,1,Nissan,Automatic,Gray,,0,Yes,7191.96
2007,24.1,1200,Diesel,1,BMW,Manual,White,Partial,0,Yes,5488.03
2010,20.99,2500,Diesel,3,Nissan,Manual,Black,Full,0,Yes,6329.83
1998,22.32,800,Diesel,5,Ford,Manual,Red,Partial,1,No,4421.82
2019,23.62,2500,Electric,4,Honda,Automatic,Black,Partial,0,Yes,10860.05
2020,21.25,1000,Petrol,1,Kia,Manual,Black,Partial,0,Yes,8262.2
1999,22.76,1500,Petrol,4,Nissan,Automatic,White,Partial,0,Yes,6202.01
2022,17.77,1000,Petrol,1,Volkswagen,Manual,Gray,,1,Yes,8692.97
2003,15.12,1000,Electric,4,Volkswagen,Manual,Silver,Full,0,No,6025.17
2020,26.57,5000,Diesel,4,Hyundai,Manual,Blue,Partial,0,Yes,14868.72
2007,9.33,1500,Petrol,4,Hyundai,Manual,Gray,Partial,0,Yes,4523.35
2006,14.9,4000,Petrol,5,Tesla,Automatic,Silver,Partial,1,Yes,7577.97
2007,21.83,2500,Petrol,1,Ford,Automatic,Gray,Full,1,Yes,8139.58
1998,26.2,1000,Petrol,5,Chevrolet,Manual,Silver,Full,1,Yes,2878.53
2010,15.32,5000,Diesel,4,Tesla,Manual,Silver,Partial,1,Yes,12104.17
2004,26.04,1500,Diesel,3,Tesla,Automatic,Black,Full,0,Yes,6198.79
2022,8.13,2500,Petrol,4,Honda,Automatic,Red,Full,0,No,6761.21
1998,13.02,1200,Petrol,5,Hyundai,Manual,Blue,Partial,2,Yes,1000.0
2019,17.51,1200,Petrol,4,Volkswagen,Manual,White,,0,Yes,5347.66
2023,23.87,1500,Electric,2,Nissan,Manual,Black,Partial,0,Yes,11328.4
2012,12.52,1800,Diesel,5,Chevrolet,Manual,Red,Full,1,Yes,4558.63
2015,21.65,4000,Petrol,2,Tesla,Manual,Silver,Full,0,No,9344.11
1998,21.24,2500,Diesel,3,Volkswagen,Manual,White,,0,Yes,4909.06
1997,11.63,4000,Diesel,1,Kia,Automatic,Black,Partial,1,Yes,9114.2
2009,18.38,1200,Petrol,5,Tesla,Manual,White,Partial,0,No,4261.42
2007,25.0,1200,Petrol,4,Kia,Manual,Gray,Full,2,Yes,6331.14
2008,24.38,2500,Petrol,1,Hyundai,Manual,Gray,Full,0,No,8377.09
1999,17.66,4000,Petrol,2,BMW,Manual,Gray,Full,0,Yes,8426.82
2012,17.55,1500,Diesel,5,Ford,Automatic,Silver,Partial,0,Yes,4495.98
2002,19.05,2500,Diesel,4,Honda,Manual,Black,Full,1,Yes,6283.52
2004,17.59,5000,Petrol,1,Ford,Automatic,Silver,Full,0,Yes,11958.04
2013,15.18,800,Petrol,2,Honda,Manual,Red,Full,1,Yes,6013.65
2002,16.2,5000,Petrol,5,Volkswagen,Automatic,Blue,Full,1,Yes,7738.19
2005,27.08,1200,Diesel,5,Volkswagen,Manual,Red,Full,0,Yes,5025.89
2019,20.11,1800,Diesel,2,Hyundai,Manual,Blue,Full,0,Yes,11058.79
2011,10.04,1200,Petrol,2,Toyota,Automatic,Silver,Partial,1,Yes,4416.4
2022,11.31,1000,Diesel,2,Kia,Manual,White,,0,No,6649.22
2018,18.51,3000,Diesel,2,Nissan,Manual,Gray,Partial,0,Yes,9996.66
2018,23.18,3000,Diesel,3,Hyundai,Automatic,Blue,Full,0,Yes,9773.77
2005,26.55,5000,Diesel,2,Kia,Automatic,Blue,Full,0,Yes,11598.03
2022,15.73,1800,Petrol,5,Chevrolet,Automatic,Red,Partial,1,No,6965.14
2000,21.24,1000,Petrol,4,Volkswagen,Manual,Blue,Full,0,Yes,3385.55
2006,24.01,1200,Diesel,2,Toyota,Automatic,Red,Partial,1,Yes,5626.88
2012,16.39,2500,Petrol,4,Toyota,Manual,Blue,Partial,1,No,8005.46
1996,19.53,1000,Diesel,2,Nissan,Automatic,Blue,Partial,0,Yes,3358.04
2019,20.61,1200,Petrol,1,Chevrolet,Manual,Gray,Partial,0,Yes,9957.69
2015,19.21,2000,Diesel,3,Hyundai,Manual,Black,Full,2,Yes,7589.1
2005,17.55,1200,Electric,1,Hyundai,Manual,Blue,Partial,0,No,7741.04
2022,5.0,2000,Diesel,5,Nissan,Manual,Gray,Full,0,Yes,6973.21
2022,18.36,4000,Electric,5,Nissan,Manual,Red,Full,0,No,13318.23
2018,12.28,1500,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,6199.44
2002,24.03,800,Diesel,4,Chevrolet,Manual,Blue,Partial,1,No,2981.1
2002,14.93,2000,Diesel,4,Volkswagen,Manual,Red,Full,0,Yes,4323.73
2007,21.7,1200,Diesel,4,Honda,Manual,Blue,Partial,0,Yes,3925.3
2001,11.71,5000,Diesel,3,Chevrolet,Automatic,Red,Partial,0,No,9230.68
2022,16.42,1500,Diesel,4,Tesla,Manual,White,,0,No,6146.92
2018,19.73,2000,Diesel,4,Nissan,Automatic,White,Full,0,No,5441.42
2018,17.68,1000,Diesel,4,Tesla,Automatic,Gray,Partial,1,No,5003.96
2000,22.05,3000,Petrol,4,Honda,Automatic,Black,Full,2,Yes,4710.35
1995,11.58,800,Petrol,4,Nissan,Automatic,Red,,0,No,1000.0
2001,14.75,1000,Petrol,3,Honda,Automatic,Gray,Full,2,No,4459.78
2001,16.72,2500,Diesel,3,Kia,Manual,Black,Partial,1,Yes,4889.1
2008,19.65,4000,Diesel,5,Hyundai,Manual,Blue,Full,1,No,8548.87
2001,10.54,2500,Petrol,4,Kia,Manual,Black,,0,Yes,4380.87
2017,18.91,1800,Petrol,5,Toyota,Manual,Silver,Full,2,Yes,5739.73
2013,15.4,3000,Petrol,1,Hyundai,Manual,Red,Full,1,Yes,8852.97
1996,19.24,4000,Petrol,4,Chevrolet,Manual,Silver,Full,0,Yes,6098.83
2004,16.81,4000,Diesel,2,BMW,Manual,Red,Full,0,Yes,8677.56
1996,29.15,1800,Petrol,5,BMW,Manual,Black,Full,2,Yes,6529.71
2022,6.79,2500,Petrol,1,Tesla,Manual,Silver,,1,Yes,7828.79
2021,25.12,1500,Petrol,3,Ford,Automatic,Black,,0,Yes,7681.85
1997,20.94,2000,Diesel,2,Hyundai,Manual,Gray,,0,No,3102.34
2011,13.86,800,Diesel,2,BMW,Manual,Gray,Full,0,Yes,4727.89
2012,6.1,800,Diesel,3,Honda,Manual,White,,2,No,2779.2
2013,20.93,1800,Diesel,3,Kia,Manual,White,Partial,0,Yes,6876.33
2020,23.27,800,Petrol,1,Honda,Automatic,Black,Full,1,No,6981.33
2013,16.55,1000,Petrol,1,Ford,Automatic,Silver,Partial,1,Yes,6454.72
1998,23.68,1800,Petrol,3,Chevrolet,Manual,Gray,Full,1,Yes,6242.26
2007,6.31,3000,Petrol,2,Honda,Manual,Silver,Partial,0,No,8564.15
2010,16.16,1000,Diesel,5,Chevrolet,Manual,Gray,Full,0,Yes,3182.55
2020,14.31,3000,Electric,3,Hyundai,Manual,White,Full,0,Yes,12844.83
2019,21.38,1200,Electric,3,Volkswagen,Manual,White,Full,1,Yes,10412.89
2019,22.84,800,Diesel,1,Nissan,Automatic,Red,,1,Yes,7673.0
2015,5.98,5000,Petrol,5,Hyundai,Manual,Silver,Full,1,Yes,10046.75
2015,26.73,5000,Petrol,3,Hyundai,Automatic,Black,Partial,0,Yes,13129.68
2012,21.04,1500,Electric,1,Tesla,Manual,Gray,,0,Yes,13113.19
1997,19.83,5000,Electric,3,Tesla,Automatic,Blue,Partial,1,Yes,13482.86
2015,22.16,5000,Petrol,2,BMW,Automatic,Gray,Partial,1,Yes,12586.52
1995,12.85,1000,Petrol,3,Nissan,Manual,Red,,0,Yes,2191.9
2007,24.04,3000,Diesel,5,BMW,Manual,Gray,,0,Yes,8477.88
2016,21.24,1800,Petrol,5,Tesla,Manual,Black,Full,1,No,6413.09
2002,13.02,2000,Diesel,2,Chevrolet,Automatic,Red,Partial,1,Yes,4896.12
2001,26.61,5000,Electric,1,Chevrolet,Automatic,White,Full,0,Yes,15318.11
2001,11.05,1800,Petrol,3,Toyota,Automatic,Silver,Full,0,Yes,4234.47
2008,16.4,1500,Electric,3,Nissan,Manual,Silver,Full,2,Yes,8391.33
1995,12.42,5000,Diesel,1,Kia,Manual,White,Full,0,Yes,8271.16
2017,16.94,4000,Petrol,1,Hyundai,Manual,Black,Full,0,Yes,12801.72
1998,24.57,2500,Diesel,3,Tesla,Automatic,Gray,Partial,1,No,6813.8
2009,23.62,5000,Petrol,4,Honda,Automatic,Red,Full,1,Yes,10490.67
2018,22.6,1200,Diesel,4,Nissan,Manual,Red,,0,Yes,7936.73
2016,18.04,1800,Diesel,3,Toyota,Manual,Blue,Partial,1,No,8778.28
1998,15.11,800,Diesel,5,Honda,Manual,Silver,Partial,1,Yes,2984.55
2012,12.8,1000,Diesel,5,BMW,Manual,Gray,Full,1,Yes,3914.22
2017,24.69,4000,Petrol,5,Honda,Manual,Red,Partial,1,Yes,9412.2
2013,19.79,3000,Diesel,4,Kia,Manual,Red,Partial,0,Yes,7683.78
2013,18.65,2500,Petrol,5,Tesla,Manual,Gray,Partial,0,Yes,5886.67
2002,14.34,1500,Diesel,3,Volkswagen,Manual,Gray,,1,Yes,2086.87
2015,13.82,1800,Diesel,5,Honda,Manual,Gray,Partial,0,No,5297.41
2022,23.79,1200,Diesel,5,Kia,Manual,Black,,0,Yes,7912.37
2023,14.7,3000,Diesel,3,Tesla,Automatic,Gray,Full,1,Yes,10912.47
2013,22.49,2000,Diesel,4,Nissan,Automatic,Black,Full,0,Yes,6228.83
2022,14.1,4000,Petrol,4,Ford,Automatic,Blue,,1,Yes,9608.42
2017,12.39,1000,Electric,2,Volkswagen,Manual,Gray,Full,0,Yes,7823.06
2014,11.72,800,Diesel,4,Hyundai,Automatic,White,Partial,1,Yes,3764.71
1998,23.53,5000,Petrol,3,Ford,Automatic,Gray,Partial,0,Yes,10879.1
2003,16.03,2500,Petrol,3,Ford,Manual,Red,,0,Yes,6130.08
1997,13.27,5000,Petrol,3,Hyundai,Manual,Black,Partial,2,Yes,7401.27
1998,12.96,1800,Diesel,5,Nissan,Manual,Silver,Full,0,Yes,1000.0
2005,18.12,1800,Diesel,2,BMW,Automatic,Silver,,1,Yes,5689.27
2016,5.0,2000,Petrol,5,Toyota,Manual,White,Full,0,Yes,3923.74
2009,11.28,800,Petrol,1,Hyundai,Manual,Blue,Full,0,Yes,6836.24
2019,21.27,1800,Electric,4,Nissan,Manual,White,Partial,0,Yes,11779.19
2007,12.42,3000,Diesel,2,Hyundai,Manual,Red,,1,Yes,5683.91
2008,25.77,1200,Petrol,2,Nissan,Manual,White,Full,0,Yes,7666.25
2017,13.56,1800,Petrol,4,Kia,Manual,Blue,Full,1,Yes,6971.94
2013,18.76,1800,Electric,2,Honda,Manual,White,Full,0,Yes,9821.73
2010,23.12,1000,Diesel,4,Hyundai,Automatic,Gray,Partial,0,No,6066.37
2010,11.22,1800,Petrol,5,Ford,Manual,Blue,Full,0,No,5700.81
2023,17.93,3000,Diesel,2,BMW,Manual,White,Partial,0,No,10473.67
2013,33.07,1000,Petrol,4,Toyota,Automatic,Gray,Full,0,Yes,6671.08
2012,17.45,4000,Diesel,4,Tesla,Automatic,Silver,Full,0,Yes,9734.24
1997,19.74,5000,Electric,4,BMW,Manual,White,Full,0,Yes,12484.76
2011,17.58,1500,Diesel,5,Volkswagen,Manual,Blue,Partial,1,Yes,3718.56
1996,13.12,3000,Petrol,4,BMW,Manual,Red,,1,Yes,4866.68
2014,15.91,1200,Petrol,3,Ford,Automatic,Red,,0,Yes,6186.68
2006,14.78,1200,Diesel,5,Ford,Automatic,Red,Full,2,Yes,3598.19
2005,16.5,1000,Electric,5,Tesla,Manual,White,Partial,1,Yes,5717.92
1997,17.52,1800,Diesel,2,Ford,Automatic,Blue,,1,No,3769.63
2012,27.97,1800,Diesel,3,Nissan,Manual,White,Full,0,Yes,7605.31
1997,19.34,3000,Electric,2,BMW,Automatic,White,Partial,0,Yes,10607.53
2011,19.96,3000,Petrol,1,BMW,Manual,Red,Full,0,Yes,8991.85
2007,23.06,1800,Electric,5,Nissan,Automatic,Gray,Partial,0,Yes,6744.96
2014,25.12,2500,Diesel,4,Nissan,Manual,Blue,Full,0,No,8143.13
1997,5.97,1200,Diesel,3,BMW,Automatic,White,Full,0,Yes,3691.43
2004,17.67,5000,Diesel,3,BMW,Manual,White,Full,1,No,11852.06
1995,30.14,2000,Petrol,1,Nissan,Automatic,Silver,,1,Yes,6383.73
2001,26.86,1500,Petrol,1,Tesla,Manual,Gray,Full,0,Yes,7534.81
2002,17.6,2000,Diesel,5,Ford,Manual,White,Full,0,Yes,4314.29
2013,20.27,1800,Diesel,4,Volkswagen,Automatic,Gray,Partial,0,No,5981.61
2009,10.27,5000,Petrol,1,Hyundai,Manual,Blue,,0,Yes,9601.87
2021,12.4,1800,Petrol,2,Volkswagen,Automatic,White,Full,0,No,8072.86
2014,17.39,800,Diesel,4,Tesla,Manual,Silver,Full,0,Yes,4645.11
2007,26.08,1000,Petrol,2,Nissan,Automatic,Gray,Full,0,Yes,5429.58
1996,14.42,3000,Diesel,5,Volkswagen,Automatic,White,Partial,0,No,4174.01
2020,22.84,2500,Diesel,4,Volkswagen,Manual,Black,Full,0,Yes,8177.62
2012,15.14,1000,Petrol,2,Hyundai,Automatic,Black,Full,0,Yes,4074.31
2013,21.06,1200,Petrol,5,Toyota,Manual,Gray,,0,Yes,5411.61
1997,12.22,1500,Diesel,1,Honda,Manual,Blue,Full,1,Yes,3816.81
1997,9.4,2000,Petrol,1,Toyota,Manual,Red,Partial,1,Yes,3825.36
1997,21.95,1000,Diesel,2,Hyundai,Automatic,Gray,Full,0,No,3865.01
2015,14.42,4000,Diesel,3,Volkswagen,Automatic,Blue,Partial,0,Yes,9235.67
2014,18.22,1500,Petrol,3,Kia,Manual,Red,Full,1,Yes,6113.12
2007,7.31,800,Diesel,4,Nissan,Automatic,Blue,Full,1,No,2977.78
1997,19.87,1500,Diesel,4,Kia,Automatic,White,Partial,0,Yes,4711.94
1995,22.09,4000,Petrol,5,Kia,Automatic,Gray,Partial,2,No,7655.0
2003,21.05,2000,Petrol,5,Ford,Automatic,Blue,Partial,1,Yes,4975.23
2006,22.51,4000,Petrol,3,Ford,Manual,White,,1,No,8904.83
2010,18.99,4000,Diesel,2,Chevrolet,Automatic,White,Full,1,No,9799.57
2022,27.32,5000,Petrol,2,Volkswagen,Manual,Blue,Full,1,No,14951.55
1997,17.91,1500,Diesel,1,Hyundai,Manual,White,Partial,0,Yes,4401.39
2014,16.21,4000,Diesel,5,Honda,Manual,White,,1,Yes,10116.14
2018,13.51,2500,Petrol,4,Hyundai,Manual,Gray,Full,0,Yes,7219.15
1998,22.26,1500,Diesel,5,Chevrolet,Manual,White,,1,Yes,3771.63
1995,5.52,1500,Electric,2,Kia,Automatic,Silver,Partial,1,Yes,4227.6
1998,15.98,1000,Petrol,4,Kia,Manual,Gray,Full,0,Yes,2424.46
2021,24.11,1000,Petrol,4,BMW,Manual,Red,Full,1,Yes,6398.21
2009,22.45,4000,Diesel,3,Tesla,Automatic,Silver,,3,Yes,9480.17
2004,14.56,1200,Petrol,3,Chevrolet,Manual,Blue,Partial,0,Yes,4443.54
2009,22.83,1500,Diesel,5,Honda,Manual,White,Partial,0,Yes,5376.58
2008,12.37,1500,Petrol,2,Ford,Manual,White,Partial,1,No,4802.17
2002,15.08,2500,Electric,3,Tesla,Manual,Silver,,0,Yes,9239.24
2002,22.85,2000,Petrol,3,Toyota,Automatic,Red,Partial,1,No,5195.88
2006,12.68,3000,Diesel,3,Hyundai,Automatic,White,Full,0,Yes,8065.01
2006,14.08,1800,Petrol,3,Kia,Manual,Blue,,0,Yes,6674.33
2022,12.8,1200,Petrol,4,Chevrolet,Manual,Blue,Full,0,No,6320.33
2015,10.23,2500,Petrol,5,Chevrolet,Manual,Silver,,0,Yes,4222.5
2001,21.05,1200,Petrol,5,Ford,Manual,Blue,Full,0,Yes,5238.4
2008,14.95,1800,Diesel,1,Kia,Manual,Red,,0,Yes,6867.65
2023,14.14,800,Electric,5,Honda,Manual,Silver,,0,No,7359.55
2012,16.0,1500,Diesel,5,Honda,Automatic,Blue,,1,Yes,3843.96
1998,15.34,5000,Petrol,4,Toyota,Automatic,Silver,Partial,1,Yes,8995.35
1995,21.11,800,Diesel,4,Volkswagen,Manual,Silver,Partial,2,No,1000.0
2011,9.32,2500,Petrol,2,Chevrolet,Manual,Black,Full,0,Yes,6332.49
2001,20.67,1500,Petrol,4,Chevrolet,Automatic,Red,Full,0,Yes,5056.6
2002,11.44,800,Petrol,3,Toyota,Manual,White,Partial,2,No,1000.0
2010,17.08,4000,Electric,4,Hyundai,Manual,Blue,Full,0,Yes,12508.62
2021,23.62,800,Diesel,5,Honda,Manual,Red,Partial,0,Yes,7337.5
1995,7.32,2000,Petrol,3,Chevrolet,Automatic,Black,Full,0,Yes,2039.13
2017,18.36,1500,Diesel,1,Hyundai,Manual,Silver,Full,0,Yes,7714.3
2007,22.8,2000,Petrol,2,Tesla,Manual,Blue,,1,Yes,7742.82
2019,20.54,2000,Electric,3,Honda,Manual,Blue,Full,0,Yes,11179.2
2022,17.03,5000,Diesel,2,Nissan,Manual,Gray,Full,0,No,12587.68
2020,7.68,2500,Diesel,1,Chevrolet,Manual,Gray,Full,1,No,8419.29
2001,24.47,4000,Petrol,5,BMW,Manual,Black,Partial,2,Yes,8624.75
2021,20.67,800,Diesel,5,Ford,Manual,White,Partial,0,Yes,6451.28
2015,16.0,800,Diesel,4,Volkswagen,Manual,Gray,,0,Yes,5758.99
2000,16.78,2000,Petrol,5,Volkswagen,Manual,Blue,,0,Yes,2619.27
2020,18.96,2500,Petrol,1,Toyota,Manual,Silver,Full,1,Yes,9190.32
2003,15.7,4000,Diesel,1,BMW,Manual,White,Full,1,Yes,9876.22
2002,20.24,5000,Petrol,1,Tesla,Automatic,Red,Full,1,Yes,11100.23
2007,14.12,2500,Diesel,2,Honda,Automatic,Red,Full,0,No,7289.09
2008,17.69,2500,Petrol,5,Ford,Automatic,Blue,,1,Yes,7186.13
2007,18.98,2000,Petrol,2,Ford,Automatic,Blue,Partial,0,Yes,7285.92
2009,15.52,1500,Petrol,1,BMW,Manual,Black,Full,1,Yes,6155.67
2010,10.52,1800,Petrol,4,BMW,Automatic,Black,,1,Yes,4632.65
2010,25.32,2000,Diesel,4,BMW,Automatic,Black,Full,1,No,7492.03
2018,11.47,1200,Petrol,5,Toyota,Automatic,Gray,,1,Yes,3859.09
2003,13.02,1000,Petrol,1,Ford,Manual,Blue,,0,No,3179.54
2003,18.03,4000,Petrol,4,Nissan,Manual,Silver,Partial,1,Yes,7758.07
2017,15.74,800,Petrol,1,Tesla,Automatic,Red,,0,Yes,5227.0
2016,24.5,5000,Diesel,5,Honda,Manual,White,Full,0,Yes,12643.87
2023,24.79,1000,Diesel,4,Hyundai,Automatic,Red,,1,Yes,7934.14
1995,25.49,1500,Petrol,3,Honda,Manual,Black,Full,0,Yes,4518.96
2014,20.54,1000,Petrol,3,Honda,Manual,Silver,Partial,0,No,5967.47
2014,17.17,2500,Petrol,4,Volkswagen,Manual,Silver,Partial,0,No,6935.49
2017,19.25,1500,Petrol,4,Kia,Automatic,White,,0,Yes,6404.54
2009,16.23,5000,Diesel,1,Honda,Manual,Red,Full,1,No,8719.97
2010,17.51,800,Petrol,3,Chevrolet,Manual,Black,Partial,0,Yes,3134.46
2015,25.69,1800,Diesel,1,Toyota,Automatic,White,Full,0,Yes,7888.47
2011,14.17,3000,Diesel,4,BMW,Manual,Black,Full,0,Yes,9311.98
2019,15.58,2500,Electric,1,Nissan,Manual,Silver,Full,0,Yes,11875.37
2006,20.07,2500,Petrol,1,Volkswagen,Manual,Red,Full,0,Yes,8095.54
2013,12.17,5000,Diesel,5,Chevrolet,Manual,Blue,Partial,0,Yes,12189.58
2000,21.61,4000,Petrol,3,Hyundai,Automatic,Red,Full,0,Yes,7623.9
2010,16.99,2000,Petrol,3,Chevrolet,Automatic,Silver,Partial,1,Yes,6321.26
2015,20.1,2000,Diesel,3,BMW,Manual,Silver,Full,0,Yes,6098.41
2001,8.17,4000,Petrol,4,Chevrolet,Manual,White,,0,No,8587.64
1997,10.62,800,Diesel,5,Nissan,Manual,Gray,,0,Yes,1000.0
2013,21.07,1800,Electric,3,Volkswagen,Manual,Blue,Partial,0,Yes,10512.2
1997,14.28,1800,Diesel,5,Hyundai,Manual,Red,Full,1,Yes,3031.19
2009,14.06,1800,Electric,2,BMW,Automatic,Red,Partial,1,Yes,10471.69
2023,23.68,800,Petrol,5,BMW,Automatic,Blue,Full,0,Yes,6531.53
2006,11.49,2500,Electric,5,Chevrolet,Manual,Red,Full,0,Yes,8405.65
1998,8.45,5000,Petrol,1,Volkswagen,Automatic,Gray,Partial,1,Yes,7197.2
2012,16.07,1200,Diesel,1,Kia,Automatic,Black,Partial,0,Yes,4832.14
1999,24.08,2000,Petrol,5,Honda,Manual,Blue,Partial,0,Yes,4452.56
1998,10.83,5000,Petrol,3,Ford,Automatic,Black,Full,0,Yes,8225.3
2002,10.4,1500,Petrol,3,Hyundai,Manual,Red,,2,Yes,2047.2
1998,13.12,5000,Diesel,1,Ford,Manual,Black,Partial,0,Yes,9906.5
2003,25.52,2500,Diesel,5,BMW,Automatic,Gray,,0,Yes,7152.81
2006,15.43,5000,Petrol,4,Ford,Automatic,Red,Partial,0,No,11682.74
2018,20.25,2500,Diesel,4,Chevrolet,Manual,Blue,Partial,1,Yes,7340.05
2003,6.31,3000,Diesel,4,Nissan,Automatic,Red,Partial,0,Yes,4784.78
1999,15.28,1000,Petrol,5,Toyota,Automatic,Gray,Full,0,Yes,2528.46
2015,11.95,4000,Electric,4,Kia,Manual,Red,,0,No,14117.03
2011,20.69,4000,Diesel,3,Chevrolet,Automatic,Silver,Full,1,Yes,9359.66
2006,19.83,1500,Diesel,1,Chevrolet,Manual,Black,,0,No,5365.9
2019,22.03,5000,Petrol,1,Nissan,Automatic,Red,,1,Yes,13738.87
2020,16.09,1800,Petrol,2,Volkswagen,Automatic,Gray,Full,0,No,7214.65
2022,13.01,5000,Electric,2,Volkswagen,Automatic,Silver,Full,1,Yes,16765.07
2023,6.78,1500,Petrol,2,Kia,Manual,Red,Partial,1,Yes,9143.69
2012,22.28,1800,Diesel,5,Toyota,Manual,Gray,,1,No,6644.58
2020,22.07,5000,Petrol,2,Tesla,Manual,Blue,Partial,1,Yes,12762.35
2008,18.49,1000,Diesel,2,Volkswagen,Automatic,Blue,Full,2,Yes,5308.57
2017,17.7,1000,Petrol,3,Toyota,Manual,Gray,Full,2,No,3982.2
2008,18.17,2000,Diesel,2,Kia,Automatic,Silver,Partial,0,No,7036.11
1996,11.65,2500,Diesel,4,Volkswagen,Manual,Silver,Full,0,Yes,2440.06
2006,14.06,4000,Petrol,3,Volkswagen,Manual,Red,Full,0,Yes,7131.5
2020,19.67,1800,Petrol,3,Honda,Automatic,Blue,Full,1,Yes,7231.2
2003,20.51,2000,Diesel,1,Chevrolet,Manual,Black,Partial,0,Yes,7213.4
2004,18.61,1200,Diesel,2,Kia,Automatic,Silver,Full,0,Yes,5489.95
2012,16.35,1800,Diesel,4,BMW,Manual,White,Full,2,Yes,5442.05
2013,9.17,1800,Petrol,1,Toyota,Automatic,White,Full,2,Yes,6283.2
2006,21.59,1800,Diesel,4,Nissan,Automatic,Black,Full,0,Yes,6695.24
2020,20.76,1800,Electric,1,Hyundai,Automatic,Red,Full,0,No,11182.34
1997,14.14,1000,Petrol,1,Honda,Automatic,Gray,Full,1,No,4175.7
2015,23.36,4000,Petrol,2,Chevrolet,Automatic,Silver,Full,0,Yes,12523.36
2011,13.1,1800,Petrol,2,Ford,Manual,White,Full,0,Yes,7449.72
2002,29.61,2000,Diesel,4,Ford,Automatic,Gray,Full,1,Yes,6221.95
2017,19.14,1200,Electric,5,Volkswagen,Automatic,Red,Full,0,Yes,7783.0
2003,15.51,5000,Diesel,3,Kia,Automatic,Silver,Full,1,Yes,8993.78
